user_id,total_sessions,avg_session_duration,avg_events_per_session,avg_article_views,avg_article_clicks,avg_video_plays,avg_newsletter_signups,avg_pages_per_session,avg_categories_diversity,has_newsletter,current_subscription_tier,primary_country,primary_device,preferred_brand,first_session,last_session,days_active
779,140,236.0,17.0,12.0,1.0,0.0,0.0,17.0,5.0,0,pro,US,desktop,welt,2025-11-05 22:04:23,2025-11-05 22:04:23,0
772,140,111.0,9.0,5.0,0.0,0.0,0.0,9.0,3.0,0,free,DE,smart_tv,bild,2025-11-05 22:04:23,2025-11-05 22:04:23,0
768,140,51.0,4.0,2.0,0.0,0.0,0.0,4.0,3.0,0,premium,AT,smart_tv,sport_bild,2025-11-05 22:03:49,2025-11-05 22:03:49,0
773,140,183.0,11.0,7.0,2.0,0.0,0.0,11.0,5.0,0,enterprise,DE,tablet,sport_bild,2025-11-05 22:04:07,2025-11-05 22:04:07,0
778,140,85.0,6.0,4.0,2.0,0.0,0.0,6.0,4.0,0,enterprise,FR,tablet,business_insider,2025-11-05 22:04:20,2025-11-05 22:04:20,0
769,140,280.0,21.0,14.0,3.0,1.0,0.0,21.0,5.0,0,free,EU,app,politico,2025-11-05 22:04:01,2025-11-05 22:04:01,0
770,140,128.0,10.0,5.0,4.0,0.0,0.0,10.0,4.0,0,pro,US,smart_tv,politico,2025-11-05 22:03:54,2025-11-05 22:03:54,0
777,140,211.0,14.0,5.0,4.0,1.0,0.0,14.0,5.0,0,pro,DE,app,business_insider,2025-11-05 22:04:12,2025-11-05 22:04:12,0
774,140,280.0,17.0,10.0,4.0,0.0,0.0,17.0,4.0,0,premium,CH,smart_tv,sport_bild,2025-11-05 22:04:05,2025-11-05 22:04:05,0
783,139,233.0,16.0,6.0,3.0,3.0,0.0,16.0,5.0,0,pro,CH,tablet,bild,2025-11-05 22:04:36,2025-11-05 22:04:36,0
787,139,105.0,11.0,10.0,1.0,0.0,0.0,11.0,4.0,0,enterprise,AT,tablet,bild,2025-11-05 22:04:54,2025-11-05 22:04:54,0
792,139,103.0,7.0,4.0,2.0,0.0,0.0,7.0,2.0,0,enterprise,DE,smart_tv,business_insider,2025-11-05 22:05:03,2025-11-05 22:05:03,0
791,139,258.0,20.0,12.0,3.0,2.0,0.0,20.0,5.0,0,free,US,tablet,politico,2025-11-05 22:04:43,2025-11-05 22:04:43,0
788,139,134.0,9.0,6.0,2.0,0.0,0.0,9.0,3.0,0,pro,US,app,politico,2025-11-05 22:04:40,2025-11-05 22:04:40,0
795,139,197.0,14.0,8.0,4.0,1.0,0.0,14.0,4.0,0,enterprise,US,app,business_insider,2025-11-05 22:05:11,2025-11-05 22:05:11,0
784,139,42.0,4.0,2.0,0.0,0.0,0.0,4.0,3.0,0,premium,EU,app,politico,2025-11-05 22:04:44,2025-11-05 22:04:44,0
794,139,110.0,8.0,3.0,1.0,1.0,0.0,8.0,3.0,0,enterprise,DE,tablet,bild,2025-11-05 22:05:02,2025-11-05 22:05:02,0
789,139,13.0,4.0,2.0,0.0,1.0,1.0,4.0,3.0,1,pro,CH,desktop,welt,2025-11-05 22:04:47,2025-11-05 22:04:47,0
785,139,87.0,8.0,4.0,3.0,0.0,0.0,8.0,4.0,0,enterprise,US,mobile,politico,2025-11-05 22:04:33,2025-11-05 22:04:33,0
786,139,234.0,17.0,12.0,1.0,0.0,1.0,17.0,5.0,1,premium,EU,desktop,politico,2025-11-05 22:04:40,2025-11-05 22:04:40,0
790,139,232.0,16.0,9.0,2.0,2.0,1.0,16.0,4.0,1,enterprise,DE,mobile,business_insider,2025-11-05 22:04:44,2025-11-05 22:04:44,0
793,139,38.0,4.0,1.0,2.0,0.0,0.0,4.0,2.0,0,premium,AU,smart_tv,business_insider,2025-11-05 22:05:10,2025-11-05 22:05:10,0
782,139,52.0,4.0,3.0,0.0,0.0,0.0,4.0,2.0,0,enterprise,FR,desktop,business_insider,2025-11-05 22:04:38,2025-11-05 22:04:38,0
781,139,22.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0,enterprise,DE,tablet,sport_bild,2025-11-05 22:04:26,2025-11-05 22:04:26,0
796,138,252.0,13.0,10.0,2.0,0.0,0.0,13.0,4.0,0,pro,DE,smart_tv,sport_bild,2025-11-05 22:05:16,2025-11-05 22:05:16,0
799,138,89.0,7.0,4.0,0.0,0.0,0.0,7.0,5.0,0,pro,DE,smart_tv,business_insider,2025-11-05 22:05:19,2025-11-05 22:05:19,0
802,138,277.0,17.0,11.0,3.0,0.0,0.0,17.0,5.0,0,premium,US,desktop,politico,2025-11-05 22:05:32,2025-11-05 22:05:32,0
806,138,106.0,8.0,5.0,1.0,0.0,0.0,8.0,4.0,0,free,DE,app,welt,2025-11-05 22:05:25,2025-11-05 22:05:25,0
809,138,291.0,15.0,12.0,2.0,1.0,0.0,15.0,4.0,0,free,DE,desktop,sport_bild,2025-11-05 22:05:33,2025-11-05 22:05:33,0
810,138,42.0,3.0,1.0,2.0,0.0,0.0,3.0,3.0,0,premium,US,smart_tv,welt,2025-11-05 22:05:35,2025-11-05 22:05:35,0
805,138,39.0,4.0,3.0,1.0,0.0,0.0,4.0,3.0,0,free,US,mobile,business_insider,2025-11-05 22:05:24,2025-11-05 22:05:24,0
801,138,8.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,0,free,EU,app,sport_bild,2025-11-05 22:05:11,2025-11-05 22:05:11,0
804,138,91.0,8.0,6.0,1.0,0.0,0.0,8.0,5.0,0,free,AT,smart_tv,bild,2025-11-05 22:05:23,2025-11-05 22:05:23,0
811,138,204.0,14.0,8.0,3.0,0.0,2.0,14.0,4.0,1,pro,EU,tablet,politico,2025-11-05 22:05:53,2025-11-05 22:05:53,0
800,138,219.0,16.0,14.0,0.0,0.0,1.0,16.0,5.0,1,enterprise,DE,mobile,business_insider,2025-11-05 22:05:11,2025-11-05 22:05:11,0
812,138,279.1304347826087,19.869565217391305,10.920289855072463,2.9855072463768115,0.9927536231884058,0.0,19.869565217391305,4.978260869565218,0,pro,AT,mobile,welt,2025-11-05 22:05:43,2025-11-05 22:05:43,0
803,138,171.0,10.0,5.0,4.0,0.0,0.0,10.0,4.0,0,pro,US,desktop,politico,2025-11-05 22:05:36,2025-11-05 22:05:36,0
808,138,253.0,16.0,11.0,1.0,1.0,1.0,16.0,5.0,1,enterprise,FR,smart_tv,business_insider,2025-11-05 22:05:22,2025-11-05 22:05:22,0
807,138,77.0,7.0,5.0,1.0,0.0,0.0,7.0,4.0,0,free,UK,desktop,business_insider,2025-11-05 22:05:18,2025-11-05 22:05:18,0
798,138,227.0,16.0,10.0,3.0,0.0,0.0,16.0,5.0,0,premium,US,smart_tv,business_insider,2025-11-05 22:05:00,2025-11-05 22:05:00,0
797,138,119.0,7.0,4.0,1.0,0.0,0.0,7.0,4.0,0,free,DE,mobile,welt,2025-11-05 22:05:20,2025-11-05 22:05:20,0
818,137,101.0,8.0,5.0,1.0,0.0,0.0,8.0,5.0,0,premium,EU,smart_tv,politico,2025-11-05 22:06:10,2025-11-05 22:06:10,0
825,137,128.0,8.0,6.0,1.0,0.0,1.0,8.0,4.0,1,premium,AU,mobile,business_insider,2025-11-05 22:06:28,2025-11-05 22:06:28,0
822,137,17.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1,enterprise,AT,tablet,bild,2025-11-05 22:06:03,2025-11-05 22:06:03,0
821,137,145.0,9.0,9.0,0.0,0.0,0.0,9.0,5.0,0,premium,US,smart_tv,politico,2025-11-05 22:05:58,2025-11-05 22:05:58,0
826,137,139.0,10.0,7.0,2.0,0.0,1.0,10.0,4.0,1,premium,DE,tablet,bild,2025-11-05 22:06:31,2025-11-05 22:06:31,0
817,137,206.0,17.0,12.0,2.0,0.0,0.0,17.0,5.0,0,premium,EU,tablet,sport_bild,2025-11-05 22:06:03,2025-11-05 22:06:03,0
813,137,184.0,14.0,9.0,2.0,0.0,0.0,14.0,4.0,0,pro,AT,smart_tv,sport_bild,2025-11-05 22:05:48,2025-11-05 22:05:48,0
814,137,278.0,17.0,10.0,2.0,1.0,1.0,17.0,4.0,1,premium,DE,tablet,bild,2025-11-05 22:05:48,2025-11-05 22:05:48,0
815,137,36.0,4.0,2.0,1.0,1.0,0.0,4.0,3.0,0,free,UK,mobile,business_insider,2025-11-05 22:05:42,2025-11-05 22:05:42,0
827,137,261.83941605839414,19.912408759124087,10.963503649635037,4.970802919708029,0.0,0.0,19.912408759124087,4.985401459854015,0,premium,US,smart_tv,politico,2025-11-05 22:06:32,2025-11-05 22:06:32,0
820,137,142.0,14.0,6.0,4.0,0.0,0.0,14.0,5.0,0,premium,EU,tablet,politico,2025-11-05 22:05:49,2025-11-05 22:05:49,0
816,137,245.0,17.0,9.0,2.0,0.0,0.0,17.0,5.0,0,free,DE,tablet,bild,2025-11-05 22:05:41,2025-11-05 22:05:41,0
819,137,99.0,6.0,4.0,0.0,1.0,0.0,6.0,4.0,0,premium,CH,smart_tv,bild,2025-11-05 22:06:08,2025-11-05 22:06:08,0
823,137,285.0,15.0,6.0,0.0,2.0,1.0,15.0,5.0,1,pro,DE,app,sport_bild,2025-11-05 22:06:16,2025-11-05 22:06:16,0
824,137,281.0,19.0,12.0,4.0,0.0,0.0,19.0,5.0,0,premium,DE,tablet,bild,2025-11-05 22:06:25,2025-11-05 22:06:25,0
840,136,145.0,9.0,5.0,1.0,0.0,0.0,9.0,4.0,0,pro,US,smart_tv,politico,2025-11-05 22:06:39,2025-11-05 22:06:39,0
839,136,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,free,CH,smart_tv,sport_bild,2025-11-05 22:06:51,2025-11-05 22:06:51,0
835,136,54.0,5.0,2.0,0.0,1.0,0.0,5.0,3.0,0,enterprise,EU,smart_tv,politico,2025-11-05 22:06:49,2025-11-05 22:06:49,0
832,136,120.0,12.0,8.0,2.0,0.0,0.0,12.0,5.0,0,premium,US,mobile,politico,2025-11-05 22:06:43,2025-11-05 22:06:43,0
836,136,28.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0,enterprise,AT,tablet,bild,2025-11-05 22:06:31,2025-11-05 22:06:31,0
829,136,265.0,22.0,16.0,2.0,1.0,0.0,22.0,5.0,0,enterprise,CH,smart_tv,sport_bild,2025-11-05 22:06:36,2025-11-05 22:06:36,0
830,136,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,free,AT,smart_tv,sport_bild,2025-11-05 22:06:35,2025-11-05 22:06:35,0
831,136,58.0,5.0,4.0,1.0,0.0,0.0,5.0,3.0,0,free,DE,tablet,welt,2025-11-05 22:06:44,2025-11-05 22:06:44,0
828,136,208.0,13.0,5.0,5.0,0.0,0.0,13.0,5.0,0,enterprise,CH,app,welt,2025-11-05 22:06:38,2025-11-05 22:06:38,0
833,136,98.0,6.0,4.0,2.0,0.0,0.0,6.0,3.0,0,free,US,tablet,welt,2025-11-05 22:06:23,2025-11-05 22:06:23,0
842,136,202.91176470588235,13.941176470588236,10.955882352941176,0.0,0.9926470588235294,0.0,13.941176470588236,4.0,0,pro,AT,tablet,welt,2025-11-05 22:06:56,2025-11-05 22:06:56,0
837,136,219.0,15.0,10.0,2.0,1.0,0.0,15.0,5.0,0,enterprise,US,desktop,business_insider,2025-11-05 22:06:48,2025-11-05 22:06:48,0
838,136,51.0,5.0,3.0,1.0,0.0,0.0,5.0,4.0,0,enterprise,CH,desktop,bild,2025-11-05 22:06:39,2025-11-05 22:06:39,0
841,136,41.0,3.0,2.0,1.0,0.0,0.0,3.0,2.0,0,premium,EU,desktop,politico,2025-11-05 22:06:44,2025-11-05 22:06:44,0
834,136,83.0,6.0,3.0,1.0,0.0,0.0,6.0,4.0,0,enterprise,US,app,politico,2025-11-05 22:06:49,2025-11-05 22:06:49,0
855,135,67.0,7.0,6.0,0.0,0.0,0.0,7.0,5.0,0,pro,DE,desktop,bild,2025-11-05 22:07:34,2025-11-05 22:07:34,0
851,135,68.0,5.0,4.0,0.0,0.0,0.0,5.0,3.0,0,enterprise,DE,desktop,business_insider,2025-11-05 22:07:27,2025-11-05 22:07:27,0
848,135,103.0,8.0,2.0,1.0,3.0,0.0,8.0,4.0,0,enterprise,AT,mobile,welt,2025-11-05 22:06:59,2025-11-05 22:06:59,0
852,135,29.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0,premium,AT,app,sport_bild,2025-11-05 22:07:16,2025-11-05 22:07:16,0
844,135,242.0,19.0,12.0,1.0,0.0,0.0,19.0,5.0,0,free,EU,tablet,politico,2025-11-05 22:07:08,2025-11-05 22:07:08,0
847,135,276.0,20.0,11.0,6.0,0.0,1.0,20.0,4.0,1,pro,US,mobile,business_insider,2025-11-05 22:07:02,2025-11-05 22:07:02,0
843,135,84.0,7.0,7.0,0.0,0.0,0.0,7.0,4.0,0,enterprise,AU,smart_tv,business_insider,2025-11-05 22:06:43,2025-11-05 22:06:43,0
846,135,26.0,4.0,3.0,0.0,0.0,0.0,4.0,4.0,0,pro,AT,app,bild,2025-11-05 22:07:09,2025-11-05 22:07:09,0
845,135,132.0,8.0,4.0,2.0,1.0,1.0,8.0,4.0,1,free,EU,app,sport_bild,2025-11-05 22:07:02,2025-11-05 22:07:02,0
849,135,155.0,12.0,4.0,5.0,1.0,1.0,12.0,5.0,1,premium,AT,smart_tv,bild,2025-11-05 22:07:19,2025-11-05 22:07:19,0
853,135,73.0,5.0,1.0,0.0,0.0,2.0,5.0,3.0,1,premium,FR,app,business_insider,2025-11-05 22:07:33,2025-11-05 22:07:33,0
854,135,103.0,7.0,4.0,3.0,0.0,0.0,7.0,5.0,0,enterprise,US,tablet,welt,2025-11-05 22:07:27,2025-11-05 22:07:27,0
850,135,265.0,16.0,9.0,2.0,1.0,1.0,16.0,5.0,1,free,DE,app,bild,2025-11-05 22:07:17,2025-11-05 22:07:17,0
856,134,61.0,5.0,4.0,0.0,0.0,0.0,5.0,4.0,0,premium,DE,desktop,bild,2025-11-05 22:07:39,2025-11-05 22:07:39,0
860,134,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,pro,UK,app,business_insider,2025-11-05 22:07:41,2025-11-05 22:07:41,0
863,134,58.0,4.0,2.0,0.0,1.0,0.0,4.0,2.0,0,free,EU,desktop,politico,2025-11-05 22:07:34,2025-11-05 22:07:34,0
859,134,275.0,18.0,14.0,1.0,1.0,0.0,18.0,5.0,0,free,DE,app,sport_bild,2025-11-05 22:07:20,2025-11-05 22:07:20,0
873,134,274.96268656716416,17.932835820895523,5.970149253731344,0.9925373134328358,2.9925373134328357,0.9925373134328358,17.932835820895523,5.0,1,pro,DE,smart_tv,welt,2025-11-05 22:07:59,2025-11-05 22:07:59,0
870,134,190.0,15.0,9.0,3.0,0.0,0.0,15.0,5.0,0,premium,CH,smart_tv,welt,2025-11-05 22:07:44,2025-11-05 22:07:44,0
866,134,105.0,12.0,6.0,2.0,0.0,0.0,12.0,5.0,0,premium,US,app,politico,2025-11-05 22:07:54,2025-11-05 22:07:54,0
865,134,53.0,5.0,0.0,4.0,1.0,0.0,5.0,4.0,0,enterprise,DE,mobile,bild,2025-11-05 22:07:48,2025-11-05 22:07:48,0
869,134,197.0,13.0,8.0,3.0,0.0,0.0,13.0,5.0,0,premium,CH,smart_tv,sport_bild,2025-11-05 22:08:05,2025-11-05 22:08:05,0
864,134,84.0,6.0,3.0,0.0,0.0,0.0,6.0,3.0,0,pro,DE,app,sport_bild,2025-11-05 22:07:52,2025-11-05 22:07:52,0
868,134,233.0,14.0,10.0,2.0,1.0,0.0,14.0,5.0,0,premium,EU,mobile,sport_bild,2025-11-05 22:07:49,2025-11-05 22:07:49,0
871,134,106.0,6.0,4.0,1.0,0.0,0.0,6.0,4.0,0,premium,EU,app,politico,2025-11-05 22:07:57,2025-11-05 22:07:57,0
872,134,196.0,16.0,7.0,7.0,1.0,0.0,16.0,5.0,0,free,CH,desktop,sport_bild,2025-11-05 22:08:08,2025-11-05 22:08:08,0
867,134,52.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0,pro,AT,app,bild,2025-11-05 22:08:06,2025-11-05 22:08:06,0
862,134,233.0,16.0,13.0,0.0,0.0,0.0,16.0,5.0,0,premium,CH,app,welt,2025-11-05 22:07:32,2025-11-05 22:07:32,0
858,134,288.0,19.0,9.0,2.0,0.0,2.0,19.0,4.0,1,free,DE,tablet,sport_bild,2025-11-05 22:07:19,2025-11-05 22:07:19,0
857,134,63.0,4.0,3.0,0.0,0.0,0.0,4.0,2.0,0,pro,CH,mobile,sport_bild,2025-11-05 22:07:23,2025-11-05 22:07:23,0
861,134,148.0,10.0,8.0,0.0,1.0,1.0,10.0,5.0,1,premium,US,mobile,politico,2025-11-05 22:07:37,2025-11-05 22:07:37,0
877,133,290.0,20.0,13.0,2.0,2.0,0.0,20.0,5.0,0,enterprise,EU,app,politico,2025-11-05 22:08:02,2025-11-05 22:08:02,0
878,133,274.0,21.0,13.0,1.0,1.0,1.0,21.0,5.0,1,premium,AU,app,business_insider,2025-11-05 22:08:24,2025-11-05 22:08:24,0
874,133,189.0,17.0,12.0,2.0,0.0,0.0,17.0,5.0,0,pro,EU,app,politico,2025-11-05 22:07:58,2025-11-05 22:07:58,0
886,133,297.0,23.0,12.0,5.0,2.0,0.0,23.0,5.0,0,pro,EU,tablet,sport_bild,2025-11-05 22:08:34,2025-11-05 22:08:34,0
889,133,246.0,14.0,7.0,2.0,0.0,0.0,14.0,4.0,0,premium,EU,smart_tv,politico,2025-11-05 22:08:47,2025-11-05 22:08:47,0
882,133,126.0,8.0,6.0,0.0,0.0,0.0,8.0,5.0,0,pro,DE,tablet,sport_bild,2025-11-05 22:08:40,2025-11-05 22:08:40,0
881,133,54.0,5.0,3.0,1.0,0.0,0.0,5.0,4.0,0,enterprise,US,app,politico,2025-11-05 22:08:39,2025-11-05 22:08:39,0
890,133,90.0,6.0,3.0,0.0,0.0,1.0,6.0,3.0,1,premium,CH,tablet,bild,2025-11-05 22:08:54,2025-11-05 22:08:54,0
885,133,273.0,19.0,12.0,3.0,1.0,0.0,19.0,5.0,0,premium,EU,desktop,politico,2025-11-05 22:08:48,2025-11-05 22:08:48,0
880,133,17.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0,pro,CH,mobile,welt,2025-11-05 22:08:14,2025-11-05 22:08:14,0
884,133,120.0,10.0,4.0,2.0,1.0,0.0,10.0,4.0,0,pro,EU,desktop,politico,2025-11-05 22:08:48,2025-11-05 22:08:48,0
888,133,28.0,5.0,4.0,1.0,0.0,0.0,5.0,4.0,0,enterprise,DE,app,bild,2025-11-05 22:08:58,2025-11-05 22:08:58,0
887,133,159.0,12.0,8.0,0.0,1.0,0.0,12.0,4.0,0,free,CH,mobile,welt,2025-11-05 22:08:50,2025-11-05 22:08:50,0
883,133,273.0,20.0,9.0,4.0,0.0,1.0,20.0,5.0,1,pro,DE,desktop,business_insider,2025-11-05 22:08:25,2025-11-05 22:08:25,0
879,133,54.0,3.0,2.0,0.0,0.0,1.0,3.0,2.0,1,free,DE,app,sport_bild,2025-11-05 22:08:27,2025-11-05 22:08:27,0
875,133,58.0,5.0,2.0,1.0,1.0,0.0,5.0,3.0,0,pro,AT,mobile,welt,2025-11-05 22:08:15,2025-11-05 22:08:15,0
876,133,150.0,10.0,7.0,2.0,0.0,0.0,10.0,5.0,0,premium,EU,smart_tv,politico,2025-11-05 22:08:04,2025-11-05 22:08:04,0
896,132,155.0,13.0,7.0,4.0,0.0,1.0,13.0,5.0,1,premium,EU,mobile,politico,2025-11-05 22:09:15,2025-11-05 22:09:15,0
907,132,257.0,19.0,11.0,3.0,2.0,0.0,19.0,5.0,0,free,AT,smart_tv,welt,2025-11-05 22:09:43,2025-11-05 22:09:43,0
900,132,229.0,14.0,10.0,1.0,1.0,0.0,14.0,5.0,0,premium,CH,desktop,welt,2025-11-05 22:09:23,2025-11-05 22:09:23,0
903,132,30.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,0,premium,DE,app,business_insider,2025-11-05 22:09:34,2025-11-05 22:09:34,0
904,132,81.0,7.0,2.0,3.0,0.0,0.0,7.0,4.0,0,pro,AT,app,bild,2025-11-05 22:09:18,2025-11-05 22:09:18,0
899,132,155.0,9.0,6.0,1.0,1.0,0.0,9.0,5.0,0,enterprise,EU,tablet,politico,2025-11-05 22:09:05,2025-11-05 22:09:05,0
908,132,62.0,5.0,4.0,0.0,1.0,0.0,5.0,2.0,0,enterprise,AT,tablet,bild,2025-11-05 22:09:32,2025-11-05 22:09:32,0
893,132,297.0,20.0,12.0,2.0,5.0,0.0,20.0,5.0,0,pro,DE,desktop,sport_bild,2025-11-05 22:08:46,2025-11-05 22:08:46,0
894,132,267.0,19.0,14.0,1.0,1.0,1.0,19.0,4.0,1,premium,US,mobile,business_insider,2025-11-05 22:09:13,2025-11-05 22:09:13,0
895,132,243.0,15.0,11.0,1.0,0.0,0.0,15.0,5.0,0,enterprise,US,mobile,business_insider,2025-11-05 22:09:11,2025-11-05 22:09:11,0
891,132,108.0,9.0,6.0,2.0,0.0,0.0,9.0,4.0,0,premium,AT,mobile,bild,2025-11-05 22:08:48,2025-11-05 22:08:48,0
892,132,141.0,10.0,5.0,2.0,2.0,0.0,10.0,5.0,0,enterprise,AT,mobile,welt,2025-11-05 22:08:50,2025-11-05 22:08:50,0
905,132,262.0,22.0,15.0,2.0,3.0,1.0,22.0,5.0,1,pro,FR,mobile,business_insider,2025-11-05 22:09:40,2025-11-05 22:09:40,0
902,132,159.0,14.0,10.0,4.0,0.0,0.0,14.0,5.0,0,premium,UK,tablet,business_insider,2025-11-05 22:09:22,2025-11-05 22:09:22,0
909,132,101.0,7.0,6.0,0.0,0.0,0.0,7.0,3.0,0,free,EU,smart_tv,politico,2025-11-05 22:09:47,2025-11-05 22:09:47,0
898,132,106.0,9.0,6.0,1.0,0.0,1.0,9.0,4.0,1,free,AU,mobile,business_insider,2025-11-05 22:09:01,2025-11-05 22:09:01,0
897,132,188.0,14.0,13.0,1.0,0.0,0.0,14.0,5.0,0,free,AU,tablet,business_insider,2025-11-05 22:09:08,2025-11-05 22:09:08,0
901,132,60.0,7.0,6.0,0.0,0.0,0.0,7.0,4.0,0,free,AT,tablet,welt,2025-11-05 22:09:32,2025-11-05 22:09:32,0
906,132,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,premium,EU,desktop,sport_bild,2025-11-05 22:09:45,2025-11-05 22:09:45,0
929,131,273.0,19.0,10.0,4.0,2.0,0.0,19.0,5.0,0,enterprise,AT,tablet,sport_bild,2025-11-05 22:10:26,2025-11-05 22:10:26,0
930,131,65.0,7.0,3.0,3.0,0.0,0.0,7.0,3.0,0,pro,CH,smart_tv,sport_bild,2025-11-05 22:10:18,2025-11-05 22:10:18,0
911,131,249.0,15.0,12.0,0.0,2.0,0.0,15.0,5.0,0,enterprise,AT,mobile,bild,2025-11-05 22:09:35,2025-11-05 22:09:35,0
912,131,36.0,3.0,2.0,1.0,0.0,0.0,3.0,2.0,0,enterprise,US,tablet,politico,2025-11-05 22:09:36,2025-11-05 22:09:36,0
927,131,123.0,10.0,4.0,2.0,0.0,1.0,10.0,4.0,1,premium,DE,smart_tv,bild,2025-11-05 22:10:09,2025-11-05 22:10:09,0
916,131,226.0,12.0,6.0,2.0,2.0,0.0,12.0,5.0,0,enterprise,AT,tablet,sport_bild,2025-11-05 22:09:56,2025-11-05 22:09:56,0
923,131,271.0,15.0,9.0,5.0,0.0,0.0,15.0,4.0,0,premium,EU,desktop,politico,2025-11-05 22:09:58,2025-11-05 22:09:58,0
920,131,265.0,20.0,10.0,3.0,0.0,0.0,20.0,5.0,0,free,EU,tablet,politico,2025-11-05 22:10:04,2025-11-05 22:10:04,0
919,131,58.0,7.0,4.0,1.0,0.0,0.0,7.0,3.0,0,enterprise,AT,desktop,bild,2025-11-05 22:09:52,2025-11-05 22:09:52,0
924,131,161.0,9.0,5.0,2.0,0.0,0.0,9.0,5.0,0,premium,EU,mobile,sport_bild,2025-11-05 22:10:17,2025-11-05 22:10:17,0
915,131,239.0,15.0,7.0,4.0,1.0,0.0,15.0,4.0,0,pro,EU,app,politico,2025-11-05 22:10:06,2025-11-05 22:10:06,0
918,131,73.0,5.0,4.0,0.0,1.0,0.0,5.0,5.0,0,pro,US,desktop,welt,2025-11-05 22:09:53,2025-11-05 22:09:53,0
921,131,249.0,16.0,9.0,2.0,1.0,1.0,16.0,5.0,1,free,EU,mobile,sport_bild,2025-11-05 22:10:17,2025-11-05 22:10:17,0
914,131,218.0,15.0,13.0,2.0,0.0,0.0,15.0,5.0,0,enterprise,US,smart_tv,politico,2025-11-05 22:09:44,2025-11-05 22:09:44,0
925,131,282.0,18.0,11.0,4.0,0.0,0.0,18.0,5.0,0,pro,DE,desktop,sport_bild,2025-11-05 22:10:03,2025-11-05 22:10:03,0
926,131,214.0,18.0,12.0,4.0,0.0,0.0,18.0,4.0,0,pro,AT,tablet,sport_bild,2025-11-05 22:10:35,2025-11-05 22:10:35,0
913,131,54.0,4.0,2.0,1.0,0.0,1.0,4.0,4.0,1,pro,AU,mobile,business_insider,2025-11-05 22:10:00,2025-11-05 22:10:00,0
922,131,41.0,4.0,1.0,0.0,0.0,0.0,4.0,3.0,0,pro,DE,app,welt,2025-11-05 22:10:19,2025-11-05 22:10:19,0
917,131,170.0,12.0,5.0,3.0,2.0,0.0,12.0,5.0,0,enterprise,AT,tablet,sport_bild,2025-11-05 22:10:05,2025-11-05 22:10:05,0
910,131,266.0,18.0,11.0,3.0,1.0,0.0,18.0,5.0,0,free,UK,mobile,business_insider,2025-11-05 22:09:46,2025-11-05 22:09:46,0
928,131,151.0,14.0,6.0,4.0,0.0,0.0,14.0,5.0,0,enterprise,US,app,politico,2025-11-05 22:10:25,2025-11-05 22:10:25,0
945,130,135.0,10.0,2.0,3.0,0.0,1.0,10.0,5.0,1,enterprise,EU,app,politico,2025-11-05 22:10:56,2025-11-05 22:10:56,0
949,130,32.0,3.0,2.0,1.0,0.0,0.0,3.0,2.0,0,premium,AT,tablet,bild,2025-11-05 22:11:09,2025-11-05 22:11:09,0
954,130,110.0,6.0,4.0,2.0,0.0,0.0,6.0,3.0,0,enterprise,AT,mobile,sport_bild,2025-11-05 22:11:19,2025-11-05 22:11:19,0
953,130,194.0,14.0,9.0,4.0,1.0,0.0,14.0,5.0,0,free,US,mobile,politico,2025-11-05 22:11:18,2025-11-05 22:11:18,0
950,130,24.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0,pro,CH,tablet,welt,2025-11-05 22:11:25,2025-11-05 22:11:25,0
946,130,60.0,4.0,2.0,1.0,0.0,0.0,4.0,4.0,0,premium,CH,desktop,bild,2025-11-05 22:10:58,2025-11-05 22:10:58,0
942,130,115.0,6.0,2.0,0.0,1.0,0.0,6.0,4.0,0,pro,AT,app,bild,2025-11-05 22:10:49,2025-11-05 22:10:49,0
938,130,98.0,6.0,5.0,0.0,0.0,0.0,6.0,3.0,0,premium,FR,smart_tv,business_insider,2025-11-05 22:10:46,2025-11-05 22:10:46,0
933,130,236.0,17.0,12.0,1.0,0.0,0.0,17.0,4.0,0,pro,CH,tablet,sport_bild,2025-11-05 22:10:46,2025-11-05 22:10:46,0
934,130,172.0,12.0,10.0,1.0,1.0,0.0,12.0,5.0,0,free,AT,desktop,welt,2025-11-05 22:10:46,2025-11-05 22:10:46,0
937,130,5.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0,free,AT,app,bild,2025-11-05 22:11:03,2025-11-05 22:11:03,0
941,130,28.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0,premium,US,mobile,politico,2025-11-05 22:11:05,2025-11-05 22:11:05,0
